62	en	zh	 Coronavirus incubation 	冠状病毒潜伏期
63	en	zh	 Coronavirus incubation period 	冠状病毒潜伏期
64	en	zh	 Coronavirus infection 	冠状病毒感染|新型冠状病毒感染
65	en	zh	 Coronavirus map 	冠状病毒地图
66	en	zh	 Coronavirus medicine 	冠状病毒药物
67	en	zh	 Coronavirus medicines 	冠状病毒药物
68	en	zh	 Coronavirus news 	冠状病毒新闻
69	en	zh	 Coronavirus outbreak 	冠状病毒暴发|冠状病毒疫情|冠状病毒爆发|新型冠状病毒爆发
70	en	zh	 Coronavirus pandemic 	冠状病毒大流行|冠状病毒疫情|冠状病毒流行病
71	en	zh	 Coronavirus pneumonia 	冠状病毒肺炎
72	en	zh	 Coronavirus precautions 	冠状病毒预防措施
73	en	zh	 Coronavirus prevention 	冠状病毒预防
74	en	zh	 Coronavirus protection 	冠状病毒防护
75	en	zh	 Coronavirus quarantine 	冠状病毒隔离
76	en	zh	 Coronavirus SOS Alert 	冠状病毒SOS警报
77	en	zh	 Coronavirus spread 	冠状病毒传播
78	en	zh	 Coronavirus symptoms 	冠状病毒症状
79	en	zh	 Coronavirus transmission 	冠状病毒传播
80	en	zh	 Coronavirus travel ban 	冠状病毒旅行禁令
81	en	zh	 Coronavirus travel restrictions 	冠状病毒旅行限制
82	en	zh	 Coronavirus treatment 	冠状病毒治疗
83	en	zh	 Coronavirus update 	冠状病毒更新
84	en	zh	 Coronavirus vaccine 	冠状病毒疫苗
85	en	zh	 Coronavirus vaccines 	冠状病毒疫苗
86	en	zh	 covid cases 	冠状病毒病病例
87	en	zh	 covid early symptoms 	新冠肺炎早期症状
88	en	zh	 covid incubation period 	新冠肺炎潜伏期
89	en	zh	 covid international spread 	新冠肺炎国际传播
90	en	zh	 covid international travel 	新冠肺炎国际旅行
91	en	zh	 covid isolation 	冠状病毒病隔离
92	en	zh	 covid map 	冠状病毒病地图
93	en	zh	 covid medicine 	冠状病毒病药物
94	en	zh	 covid medicines 	冠状病毒病药物
95	en	zh	 covid news 	冠状病毒病新闻
96	en	zh	 covid outbreak 	冠状病毒病暴发
97	en	zh	 covid pandemic 	冠状病毒病大流行
98	en	zh	 covid panic 	冠状病毒病恐慌
99	en	zh	 covid SOS Alert 	新冠肺炎SOS警报
100	en	zh	 covid symptoms 	冠状病毒病症状
101	en	zh	 covid transmission 	冠状病毒病传播
102	en	zh	 covid travel ban 	新冠肺炎旅行禁令
103	en	zh	 covid travel restrictions 	新冠肺炎旅行限制
104	en	zh	 covid treatment 	冠状病毒病治疗
105	en	zh	 covid vaccine 	冠状病毒病疫苗
106	en	zh	 covid vaccines 	冠状病毒病疫苗
107	en	zh	 covid-19 	2019冠状病毒病|covid-19
108	en	zh	 covid-19 alert 	2019冠状病毒病警告
109	en	zh	 covid-19 cases 	2019冠状病毒病病例
110	en	zh	 covid-19 CDC 	2019冠状病毒病CDC
111	en	zh	 covid-19 contagious 	传染性2019冠状病毒病
112	en	zh	 covid-19 cure 	2019冠状病毒病治愈
113	en	zh	 covid-19 dangerous 	危险的2019冠状病毒病
114	en	zh	 covid-19 deadly 	致命性2019冠状病毒病
115	en	zh	 covid-19 death 	2019冠状病毒病死亡
116	en	zh	 covid-19 deaths 	2019冠状病毒病死亡
117	en	zh	 covid-19 domestic travel 	2019新冠肺炎国内旅行
118	en	zh	 covid-19 early symptoms 	2019新冠肺炎早期症状
119	en	zh	 covid-19 effects 	2019冠状病毒病影响
120	en	zh	 covid-19 epidemic 	2019冠状病毒病流行
121	en	zh	 covid-19 exposure 	2019冠状病毒病接触
122	en	zh	 covid-19 fatal 	致死性2019冠状病毒病
123	en	zh	 covid-19 fever 	2019冠状病毒病发热
124	en	zh	 covid-19 illness 	2019冠状病毒病
125	en	zh	 covid-19 incubation 	2019冠状病毒病潜伏期
126	en	zh	 covid-19 incubation period 	2019新冠肺炎潜伏期
127	en	zh	 covid-19 infection 	2019冠状病毒病感染
128	en	zh	 covid-19 international spread 	2019新冠肺炎国际传播
129	en	zh	 covid-19 international travel 	2019新冠肺炎国际旅行
130	en	zh	 covid-19 isolation 	2019冠状病毒病隔离
131	en	zh	 covid-19 lockdown 	2019冠状病毒病封锁
132	en	zh	 covid-19 map 	2019冠状病毒病地图
133	en	zh	 covid-19 medicine 	2019冠状病毒病药物
134	en	zh	 covid-19 medicines 	2019冠状病毒病药物
135	en	zh	 covid-19 news 	2019冠状病毒病新闻
136	en	zh	 covid-19 outbreak 	2019冠状病毒病暴发
137	en	zh	 covid-19 pandemic 	2019冠状病毒病大流行
138	en	zh	 covid-19 panic 	2019冠状病毒病恐慌
139	en	zh	 covid-19 precautions 	2019冠状病毒病预防措施
140	en	zh	 covid-19 protection 	2019冠状病毒病防护
141	en	zh	 covid-19 quarantine 	2019冠状病毒病隔离
142	en	zh	 covid-19 SOS Alert 	2019新冠肺炎SOS警报
143	en	zh	 covid-19 spread 	2019冠状病毒病传播
144	en	zh	 covid-19 symptoms 	2019冠状病毒病症状
145	en	zh	 covid-19 transmission 	2019冠状病毒病传播
146	en	zh	 covid-19 travel ban 	2019新冠肺炎旅行禁令
147	en	zh	 covid-19 travel restrictions 	2019新冠肺炎旅行限制
148	en	zh	 covid-19 treatment 	2019冠状病毒病治疗
149	en	zh	 covid-19 uncontrolled spread 	不受控制的2019新冠肺炎传播
150	en	zh	 covid-19 vaccine 	2019冠状病毒病疫苗
151	en	zh	 covid-19 vaccines 	2019冠状病毒病疫苗
152	en	zh	 COVID-19 virus 	2019冠状病毒|COVID-19病毒
153	en	zh	 covid-19 virus outbreak 	2019新冠肺炎暴发
154	en	zh	 covid-19 virus transmission 	2019新冠肺炎传播
155	en	zh	 covid-19 WHO 	2019冠状病毒病WHO
156	en	zh	 covid19 	2019冠状病毒病|covid19
157	en	zh	 covid19 alert 	2019冠状病毒病警告
158	en	zh	 covid19 cases 	2019冠状病毒病病例
159	en	zh	 covid19 CDC 	2019冠状病毒病CDC
160	en	zh	 covid19 deaths 	2019冠状病毒病死亡
161	en	zh	 covid19 domestic travel 	2019新冠肺炎国内旅行
162	en	zh	 covid19 effects 	2019冠状病毒病的影响
163	en	zh	 covid19 epidemic 	2019冠状病毒病流行
164	en	zh	 covid19 exposure 	2019冠状病毒接触
165	en	zh	 covid19 fatal 	致死性2019冠状病毒病
166	en	zh	 covid19 fever 	2019冠状病毒病发热
167	en	zh	 covid19 illness 	2019冠状病毒病
168	en	zh	 covid19 incubation 	2019冠状病毒病潜伏期
169	en	zh	 covid19 incubation period 	2019新冠肺炎潜伏期
170	en	zh	 covid19 infection 	2019冠状病毒病感染
171	en	zh	 covid19 international spread 	2019新冠肺炎国际传播
172	en	zh	 covid19 international travel 	2019新冠肺炎国际旅行
173	en	zh	 covid19 isolation 	2019冠状病毒病隔离
174	en	zh	 covid19 lockdown 	2019冠状病毒病封锁
175	en	zh	 covid19 map 	2019冠状病毒病地图
176	en	zh	 covid19 medicine 	2019冠状病毒病药物
177	en	zh	 covid19 medicines 	2019冠状病毒病药物
178	en	zh	 covid19 news 	2019冠状病毒病新闻
179	en	zh	 covid19 outbreak 	2019冠状病毒病暴发
180	en	zh	 covid19 pandemic 	2019冠状病毒病大流行
181	en	zh	 covid19 precautions 	2019冠状病毒病预防措施
182	en	zh	 covid19 protection 	2019冠状病毒病防护
183	en	zh	 covid19 quarantine 	2019冠状病毒病隔离
184	en	zh	 covid19 SOS Alert 	2019新冠肺炎SOS警报
185	en	zh	 covid19 spread 	2019冠状病毒病传播
186	en	zh	 covid19 symptoms 	2019冠状病毒病症状
187	en	zh	 covid19 transmission 	2019冠状病毒病传播
188	en	zh	 covid19 travel ban 	2019新冠肺炎旅行禁令
189	en	zh	 covid19 travel restrictions 	2019新冠肺炎旅行限制
190	en	zh	 covid19 treatment 	2019冠状病毒病治疗
191	en	zh	 covid19 vaccine 	2019冠状病毒病疫苗
192	en	zh	 covid19 vaccines 	2019冠状病毒病疫苗
193	en	zh	 covid19 virus 	2019冠状病毒
194	en	zh	 covid19 virus outbreak 	2019冠状病毒暴发
195	en	zh	 covid19 virus transmission 	2019冠状病毒传播
196	en	zh	 current outbreak 	当前暴发|当前COVID-19的爆发|当前的疫情爆发
197	en	zh	 deadly outbreak 	致命性暴发
198	en	zh	 disease outbreak 	疾病暴发|病爆发|疫情爆发|疾病爆发
199	en	zh	 disposable hand sanitizer 	一次性消毒洗手用品
200	en	zh	 domestic travel 	国内旅行
201	en	zh	 droplets 	飞沫
202	en	zh	 effects of Coronavirus 	冠状病毒的影响
203	en	zh	 epidemic 	流行性|疫情|流行|流行病
204	en	zh	 epidemic and pandemic 	流行和大流行
205	en	zh	 epidemic disease 	流行病
206	en	zh	 epidemic outbreak 	疫情暴发
207	en	zh	 epidemic period 	流行期
208	en	zh	 epidemic prevention 	流行病预防
209	en	zh	 epidemic season 	流行季节
210	en	zh	 epidemic situation 	流行情况
211	en	zh	 exposure 	接触|暴露
212	en	zh	 exposure time 	接触时间
213	en	zh	 fever 	发热|热
214	en	zh	 fight the virus 	对抗病毒
215	en	zh	 fighting the outbreak 	应对暴发
216	en	zh	 flu epidemic 	流感流行
217	en	zh	 fomites 	传染媒
218	en	zh	 global health emergency 	全球突发卫生事件|全球卫生紧急事件
219	en	zh	 global outbreak 	全球暴发
220	en	zh	 global pandemic 	全球大流行
221	en	zh	 hand sanitizer 	消毒洗手液|免水洗手液|免洗搓手液|免洗洗手液|洗手液
222	en	zh	 hand sanitizer dispenser 	消毒洗手液分配器
223	en	zh	 hand sanitizer gel 	消毒洗手啫喱
224	en	zh	 hand sanitizer spray 	消毒洗手喷雾
225	en	zh	 hepatitis B virus 	乙型肝炎病毒
226	en	zh	 herpes simplex virus 	单纯疱疹病毒
227	en	zh	 home isolation 	居家隔离
228	en	zh	 home quarantine 	居家隔离
229	en	zh	 illness 	疾病|症|病
230	en	zh	 infected 	已感染|感染|被感染|受到感染的|受感染
231	en	zh	 instant hand sanitizer 	速效消毒洗手液
232	en	zh	 international spread 	国际传播
233	en	zh	 international travel 	国际旅行
234	en	zh	 isolation period 	隔离期
235	en	zh	 isolation room 	隔离室
236	en	zh	 isolation valve 	隔离阀
237	en	zh	 isolation ward 	隔离病房
238	en	zh	 lockdown 	封锁
239	en	zh	 long exposure 	长期接触
240	en	zh	 major outbreak 	大暴发
241	en	zh	 mandatory quarantine 	强制隔离
242	en	zh	 mass gathering 	大型集会
243	en	zh	 medicine 	药物|药
244	en	zh	 medicines 	药物
245	en	zh	 mumps virus 	腮腺炎病毒
246	en	zh	 n95 	n95
247	en	zh	 n95 mask 	n95口罩
248	en	zh	 n95 respirator 	n95呼吸器
249	en	zh	 nCoV 	新型冠状病毒
250	en	zh	 ncov-2019 	2019新型冠状病毒
251	en	zh	 new Coronavirus 	新型冠状病毒
252	en	zh	 new Coronavirus pneumonia 	新型冠状病毒肺炎
253	en	zh	 novel Coronavirus 	新型冠状病毒
254	en	zh	 novel Coronavirus infection 	新型冠状病毒感染
255	en	zh	 novel Coronavirus outbreak 	新型冠状病毒暴发|新型冠状病毒爆发
256	en	zh	 novel Coronavirus pneumonia 	新型冠状病毒肺炎
257	en	zh	 ongoing outbreak 	持续暴发|持续爆发
258	en	zh	 outbreak 	暴发|爆发
259	en	zh	 outbreak of Coronavirus 	冠状病毒暴发|冠状病毒疾病(COVID-19)爆发
260	en	zh	 outbreak of disease 	疾病暴发
261	en	zh	 pandemic 	大流行|疫情|大流行病|大规模流行|全球大流行|流行病
262	en	zh	 pandemic influenza 	大流行性流感
263	en	zh	 pandemic outbreak 	大流行性暴发
264	en	zh	 pandemic plan 	大流行预案
265	en	zh	 pandemic potential 	大流行可能性
266	en	zh	 pneumonia 	肺炎
267	en	zh	 pneumonia epidemic 	肺炎流行
268	en	zh	 potential exposure 	潜在接触
269	en	zh	 precautions 	预防措施|预防传播的措施
270	en	zh	 prevent virus 	预防病毒
271	en	zh	 prolonged exposure 	长期接触
272	en	zh	 public exposure 	公众暴露
273	en	zh	 purell hand sanitizer 	Purell消毒洗手液
274	en	zh	 quarantine area 	隔离区
275	en	zh	 quarantine facility 	隔离机构
276	en	zh	 quarantine measures 	隔离措施
277	en	zh	 quarantine period 	隔离期
278	en	zh	 quarantine room 	隔离室
279	en	zh	 quarantine zone 	隔离区
280	en	zh	 recovered Coronavirus patient 	康复后的冠状病毒感染者
281	en	zh	 repatriate 	撤侨
282	en	zh	 repeated exposure 	反复接触
283	en	zh	 respiratory syncytial virus 	呼吸道合胞病毒
284	en	zh	 respiratory virus 	呼吸道病毒
285	en	zh	 risk exposure 	风险暴露
286	en	zh	 sanitizing hand sanitizer 	消毒洗手液
287	en	zh	 SARS-CoV-2 	SARS-CoV-2|非典型肺炎冠状病毒 2 型（SARS-CoV-2）
288	en	zh	 self isolation 	自我隔离
289	en	zh	 self quarantine 	自我隔离
290	en	zh	 severe outbreak 	严重暴发|严重
291	en	zh	 social distancing 	社交隔离|社交距离
292	en	zh	 social distancing measures 	社交隔离措施|社交距离措施|保持社交距离的措施
293	en	zh	 social isolation 	社交隔离
294	en	zh	 SOS Alert 	SOS警报
295	en	zh	 spread of Coronavirus 	冠状病毒传播
296	en	zh	 spread of virus 	病毒传播
297	en	zh	 stomach virus 	胃病毒
298	en	zh	 strain of virus 	病毒株
299	en	zh	 sun exposure 	日晒
300	en	zh	 the incubation period 	潜伏期
301	en	zh	 the novel Coronavirus 	新型冠状病毒|新冠病毒
302	en	zh	 touching face 	接触面部
303	en	zh	 travel advisory 	旅行警示
304	en	zh	 travel ban 	旅行禁令
305	en	zh	 travel restrictions 	旅行限制|出行限制|限制入境旅行
306	en	zh	 use hand sanitizer 	使用消毒洗手液
307	en	zh	 vaccines 	疫苗
308	en	zh	 viral outbreak 	病毒暴发|病毒爆发
309	en	zh	 virtual lockdown 	封锁
310	en	zh	 virus 	病毒|virus|新型冠状病毒|新冠病毒
311	en	zh	 virus carrier 	病毒携带者
312	en	zh	 virus infection 	病毒感染
313	en	zh	 virus mask 	防病毒口罩
314	en	zh	 virus outbreak 	病毒暴发|病毒爆发
315	en	zh	 virus prevention 	病毒预防
316	en	zh	 virus protection 	病毒防护
317	en	zh	 virus spread 	病毒传播
318	en	zh	 virus spreads 	病毒传播|病毒更广泛传播
319	en	zh	 virus strain 	病毒株
320	en	zh	 virus transmission 	病毒传播
321	en	zh	 wash your hands 	洗手|清洗双手|清洗您的双手
322	en	zh	 washing hands 	洗手
323	en	zh	 WHO Confirmed 	WHO确认
324	en	zh	 WHO Deaths 	WHO死亡数
325	en	zh	 widespread outbreak 	广泛暴发
326	en	zh	 zoonotic disease 	动物源性感染病
327	en	zh	 zoonotic virus 	动物源性病毒
328	en	zh	 influenza 	流感|流行性感冒
329	en	zh	 infectious 	传染性|传染|感染|感染性
330	en	zh	 respiratory 	呼吸道|呼吸系统|呼吸
331	en	zh	 respiratory disease 	呼吸道疾病|呼吸系统疾病|呼吸疾病
332	en	zh	 onset 	出现|发病|发作
333	en	zh	 immunity 	免疫力|免疫
334	en	zh	 COVID-19 outbreak 	COVID-19的爆发|COVID-19疫情爆发|COVID-19疫情的二次爆发|COVID-19 爆发
335	en	zh	 symptomatic 	有症状|出现症状|症状|有症状的
336	en	zh	 shortness of breath 	气促|呼吸短促
337	en	zh	 respiratory illness 	呼吸道疾病|呼吸系统疾病
338	en	zh	 respiratory syndrome 	呼吸系统综合征|呼吸道综合征|呼吸综合征|呼吸道综合症
339	en	zh	 specimen collection 	标本采集|样本采集
340	en	zh	 renal disease 	肾脏病|肾脏疾病
341	en	zh	 immunocompromised 	免疫功能低下|免疫功能不全
342	en	zh	 health care provider 	医务人员|医疗服务人员
343	en	zh	 protect others 	保护他人|保护其他人
344	en	zh	 medical care 	医疗诊治|医疗条件|医疗保健|医疗护理
345	en	zh	 infection 	传染病|感染
346	en	zh	 infect 	已感染的|感染
347	en	zh	 community spread 	社区内的扩散情况|社区传播|社区扩散
348	en	zh	 community transmission 	社区传染|社区传播
349	en	zh	 COVID-19 pandemic 	COVID-19|COVID-19大流行病|COVID-19为大流行|COVID-19大流行|COVID-19 流行病
350	en	zh	 personal protective equipment 	个人防护设备|个人防护装备
351	en	zh	 SARS 	SARS|SAR|非典|非典型肺炎（SARS）
352	en	zh	 respiratory droplets 	呼吸道飞沫|呼吸道分泌物
353	en	zh	 touch 	摸|摸摸|够|接触|触摸
354	en	zh	 sneezes 	打了喷嚏|打喷嚏
355	en	zh	 sore throat 	喉咙痛|咽喉肿痛|咽痛|咽喉痛
356	en	zh	 fatality rate 	死亡率|致死率
357	en	zh	 chronic respiratory disease 	慢性呼吸道疾病|慢性呼吸系统疾病
358	en	zh	 working from home 	居家办公|在家上班
359	en	zh	 touching 	接触|摸|触摸
360	en	zh	 lungs 	肺部|肺
361	en	zh	 disinfectant 	消毒|消毒剂
362	en	zh	 HIV 	艾滋|艾滋病病毒
363	en	zh	 latest updates 	最新消息|最近更新
364	en	zh	 preparedness 	预防|做好更充分的准备|做好准备
365	en	zh	 antiviral drug 	抗病毒药物|抗病毒药
366	en	zh	 clinical trial 	试验|临床试验
367	en	zh	 RNA 	RNA|核酸|核糖核酸（RNA）
368	en	zh	 SARS-CoV 	SARS-CoV|SARS冠状病毒(SARS-CoV)|非典型肺炎冠状病毒（SARS-CoV）
369	en	zh	 common cold 	普通的感冒|普通感冒
370	en	zh	 transmissible 	传染性|可传染
371	en	zh	 gastroenteritis 	胃肠炎|肠胃炎
372	en	zh	 infectivity 	感染性|感染力
373	en	zh	 causative agent 	病原体|致病物
374	en	zh	 viral transmission 	病毒传染|病毒传播
375	en	zh	 an epidemic 	流行性|流行病
376	en	zh	 Wuhan 	武汉市|武汉
377	en	zh	 viral infection 	病毒感染|病毒性感染
378	en	zh	 family cluster 	家庭聚集|家庭群集
379	en	zh	 supportive 	支持|支持性
380	en	zh	 tissue damage 	组织损伤|组织挫伤
381	en	zh	 renal failure 	肾功能衰竭|肾衰竭
382	en	zh	 pathology 	病理|病理学
383	en	zh	 deadly 	致命的|致命
384	en	zh	 symptoms 	症|症状
385	en	zh	 case fatality rate 	病例死亡率|病死率
386	en	zh	 COVID 	新型冠状病毒肺炎|COVID
387	en	zh	 epidemic curve 	流行病学曲线|流行曲线
388	en	zh	 Hubei 	湖北省|湖北
389	en	zh	 precautionary 	预防|预防性
390	en	zh	 current crisis 	本次危机|当前的危机
391	en	zh	 coughing 	咳|咳嗽
392	en	zh	 current pandemic 	当前大流行病|目前的流行病
393	en	zh	 detectable 	可以检测|可检测
394	en	zh	 alcohol-based hand rub 	酒精搓手液|含酒精搓手液
395	en	zh	 sneeze 	喷嚏|打喷嚏
396	en	zh	 AIDS 	AIDS|艾滋病（AIDS）
397	en	zh	 breathing 	呼气|呼吸
398	en	zh	 asymptomatic 	未表现出任何症状|无症状
399	en	zh	 good respiratory hygiene 	良好的呼吸道卫生|良好的呼吸卫生
400	en	zh	 multi-organ failure 	多器官功能衰竭|多器官衰竭
401	en	zh	 positive test 	检测呈阳性|阳性检测
402	en	zh	 ventilator 	呼吸器|呼吸机
403	en	zh	 1918 flu 	1918 年流感
404	en	zh	 acute bronchitis 	急性支气管炎
405	en	zh	 acute respiratory disease 	急性呼吸道疾病
406	en	zh	 airborne droplets 	空气播散飞沫
407	en	zh	 airway 	呼吸道
408	en	zh	 alcohol-based 	乙醇基
409	en	zh	 alveolar disease 	肺泡疾病
410	en	zh	 annual flu 	年度流感
411	en	zh	 anti-inflammatory drug 	消炎药
412	en	zh	 antiviral treatment 	抗病毒治疗
413	en	zh	 assay 	试验
414	en	zh	 avian flu 	禽流感
415	en	zh	 Black plague 	鼠疫
416	en	zh	 blood pressure 	血压
417	en	zh	 body fluid 	体液
418	en	zh	 Bubonic plague 	腺鼠疫
419	en	zh	 C19 	C19
420	en	zh	 cv19 	cv19
421	en	zh	 chemical disinfection 	化学消毒
422	en	zh	 chest x-ray 	胸部 X 光检查
423	en	zh	 clinical diagnosis 	临床诊断
424	en	zh	 cvirus 	丙型病毒
425	en	zh	 common flu 	普通流感
426	en	zh	 communicable disease 	传染病
427	en	zh	 compromised immune system 	缺乏抵抗力的免疫系统
428	en	zh	 contagion 	扩散
429	en	zh	 contagiousness 	接触传染性
430	en	zh	 Corona 	冠状
431	en	zh	 Corona virus 	冠状病毒
432	en	zh	 Corona virus epidemic 	冠状病毒流行
433	en	zh	 Corona virus outbreak 	冠状病毒爆发
434	en	zh	 Corona virus scare 	冠状病毒恐慌
435	en	zh	 Coronavirus scare 	冠状病毒恐慌
436	en	zh	 cough 	咳嗽
437	en	zh	 cough etiquette 	咳嗽礼仪
438	en	zh	 COV 19 	cov 19
439	en	zh	 cov19 	cov19
440	en	zh	 COVID-19 crisis 	COVID-19 危机
441	en	zh	 COVID-19 epidemic 	COVID-19 流行病
442	en	zh	 COVID 19 	COVID 19
443	en	zh	 current health crisis 	当前的健康危机
444	en	zh	 CV 	CV
445	en	zh	 CV-19 	CV-19
446	en	zh	 deadly virus 	致命病毒
447	en	zh	 death rate 	死亡率
448	en	zh	 death toll 	死亡人数
449	en	zh	 decontaminate 	净化
450	en	zh	 detergent 	清洁剂
451	en	zh	 difficulty breathing 	呼吸困难
452	en	zh	 diabetes 	糖尿病
453	en	zh	 diagnosable disease 	可诊断疾病
454	en	zh	 diagnostic protocol 	诊断方案
455	en	zh	 diagnostic testing 	诊断检测
456	en	zh	 disease itself 	疾病本身
457	en	zh	 disposable 	一次性用品
458	en	zh	 droplet transmission 	飞沫传播
459	en	zh	 dry cough 	干咳
460	en	zh	 dry surface contamination 	干燥表面污染
461	en	zh	 Ebola 	埃博拉
462	en	zh	 effective treatment 	有效治疗
463	en	zh	 electron microscope 	电子显微镜
464	en	zh	 emergency department 	急诊科
465	en	zh	 epidemic peak 	流行高峰
466	en	zh	 epidemiologist 	流行病学家
467	en	zh	 extreme caution 	非常谨慎
468	en	zh	 eye protection 	护目用具
469	en	zh	 face masks 	口罩
470	en	zh	 fecal contamination 	粪便性污染
471	en	zh	 flatten the infection curve 	使感染曲线变平
472	en	zh	 flu 	流感
473	en	zh	 food safety 	食品安全
474	en	zh	 formaldehyde 	甲醛
475	en	zh	 germicide 	杀菌剂
476	en	zh	 global warming 	全球变暖
477	en	zh	 Guangdong 	广东
478	en	zh	 H1N1 	H1N1
479	en	zh	 H1N1 virus 	H1N1 病毒
480	en	zh	 hand disinfectant 	手部消毒剂
481	en	zh	 health crisis 	健康危机
482	en	zh	 health plan carrier 	卫生计划载体
483	en	zh	 health services 	卫生服务
484	en	zh	 heart failure 	心力衰竭
485	en	zh	 high fever 	高热
486	en	zh	 hospitalize 	就医
487	en	zh	 household bleach 	家用漂白剂
488	en	zh	 hydrogen peroxide 	双氧水
489	en	zh	 hygiene 	卫生政策
490	en	zh	 immune system 	免疫系统
491	en	zh	 immunologist 	免疫学者
492	en	zh	 incubation 	潜伏
493	en	zh	 indirect contact 	间接接触
494	en	zh	 initial transmission event 	初次传播事件
495	en	zh	 intensive care equipment 	重症监护设备
496	en	zh	 intermediate host 	中间宿主
497	en	zh	 intrauterine 	子宫内
498	en	zh	 intubation 	插管
499	en	zh	 isopropanol 	异丙醇
500	en	zh	 laboratory test kit 	实验室试剂盒
501	en	zh	 laboratory testing 	实验室检测
502	en	zh	 lack of testing 	缺少检测
503	en	zh	 lack of tests 	缺少检测
504	en	zh	 liver failure 	肝功能衰竭
505	en	zh	 local public health authority 	地方公共卫生当局
506	en	zh	 masks 	口罩
507	en	zh	 measles 	麻疹
508	en	zh	 mechanical ventilation 	机械通气
509	en	zh	 media coverage 	媒体报道
510	en	zh	 MERs 	中东呼吸综合征（MERS）
511	en	zh	 MERs COV 	冠状病毒（MERS CoV）
512	en	zh	 microbiologist 	微生物学家
513	en	zh	 mild cough 	轻咳
514	en	zh	 mortality rate 	死亡率
515	en	zh	 nasal congestion 	鼻塞
516	en	zh	 neutral detergent 	中性洗涤剂
517	en	zh	 new normal 	新常态
518	en	zh	 novel corona virus 	新型冠状病毒
519	en	zh	 novel virus 	新型病毒
